idDrink,Name,Category,Alcoholic,Glass,Instructions,Thumbnail,Ingredient1,Ingredient2,Ingredient3,Ingredient4,Ingredient5,Ingredient6,Measure1,Measure2,Measure3,Measure4,Measure5,Measure6,Measure1 (ml),Measure2 (ml),Measure3 (ml),Measure4 (ml),Measure5 (ml),Measure6 (ml)
17187,Derby,Ordinary Drink,Alcoholic,Cocktail glass,Pour all ingredients into a mixing glass with ice. Stir. Strain into a cocktail glass. Garnish with a sprig of fresh mint in the drink.,https://www.thecocktaildb.com/images/media/drink/i502ra1504349156.jpg,gin,Peach Bitters,Mint,,,,6 *10 ml,2 dashes,2 Fresh leaves,0,0,0,60,2 dashes,2 Fresh leaves,0,0,0
13128,Diesel,Beer,Alcoholic,Pint glass,Pour the lager first then add the blackcurrant cordial. Top up with the cider. The colour sholud be very dark approaching the colour of Guiness.,https://www.thecocktaildb.com/images/media/drink/sxrrqq1454512852.jpg,Lager,Cider,Blackcurrant cordial,,,,1/2 pint ,1/2 pint ,1 dash ,0,0,0,1/2 pint ,1/2 pint ,1 dash ,0,0,0
11006,Daiquiri,Ordinary Drink,Alcoholic,Cocktail glass,Pour all ingredients into shaker with ice cubes. Shake well. Strain in chilled cocktail glass.,https://www.thecocktaildb.com/images/media/drink/mrz9091589574515.jpg,Light rum,Lime,Powdered sugar,,,,1 1/2 *30 ml ,Juice of 1/2 ,1 tsp ,0,0,0,165,Juice of 1/2 ,1 tsp ,0,0,0
15409,Danbooka,Coffee / Tea,Alcoholic,Coffee Mug,pour it in and mix it.,https://www.thecocktaildb.com/images/media/drink/vurrxr1441246074.jpg,Coffee,Everclear,,,,,3,1,0,0,0,0,3,1,0,0,0,0
11320,Dragonfly,Ordinary Drink,Alcoholic,Highball glass,"In a highball glass almost filled with ice cubes, combine the gin and ginger ale. Stir well. Garnish with the lime wedge.",https://www.thecocktaildb.com/images/media/drink/uc63bh1582483589.jpg,Gin,Ginger ale,Lime,,,,1 1/2 *30 ml ,4 *30 ml ,1,0,0,0,165,120,1,0,0,0
16991,Downshift,Punch / Party Drink,Alcoholic,Hurricane glass,"Start with the Sprite. Next comes the tequila. After that, add the Minute Maid Fruit Punch, then float the 151. Rocks optional.",https://www.thecocktaildb.com/images/media/drink/y36z8c1503563911.jpg,Fruit punch,Sprite,Tequila,151 proof rum,,,2,1,2 *44 mls ,Float Bacardi ,0,0,2,1,88,Float Bacardi ,0,0
11324,Dry Rob Roy,Ordinary Drink,Alcoholic,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine the Scotch and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",https://www.thecocktaildb.com/images/media/drink/typuyq1439456976.jpg,Scotch,Dry Vermouth,Lemon peel,,,,2 1/2 *30 ml ,1 ½ *5,1 twist of ,0,0,0,315,1 twist of ,0,0,0,0
11005,Dry Martini,Cocktail,Alcoholic,Cocktail glass,"Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",https://www.thecocktaildb.com/images/media/drink/6ck9yi1589574317.jpg,Gin,Dry Vermouth,Olive,,,,1 2/3 *30 ml ,1/3 *30 ml ,1,0,0,0,120,10,1,0,0,0
14466,Dirty Nipple,Shot,Alcoholic,Shot glass,This is a layered shot - the Bailey's must be on top,https://www.thecocktaildb.com/images/media/drink/vtyqrt1461866508.jpg,Kahlua,Sambuca,Baileys irish cream,,,,0,0,0,0,0,0,0,0,0,0,0,0
17181,Dirty Martini,Cocktail,Alcoholic,Cocktail glass,"Pour the vodka, dry vermouth and olive brine into a cocktail shaker with a handful of ice and shake well.
Rub the rim of a martini glass with the wedge of lemon.
Strain the contents of the cocktail shaker into the glass and add the olive.
A dirty Martini contains a splash of olive brine or olive juice and is typically garnished with an olive.",https://www.thecocktaildb.com/images/media/drink/vcyvpq1485083300.jpg,Vodka,Dry Vermouth,Olive Brine,Lemon,Olive,,70ml/2fl 70 ml,1 *15 ml,2 *15 ml,1 wedge,1,0,70ml/2fl 70 ml,15,30,1 wedge,1,0
14482,Darkwood Sling,Soft Drink / Soda,Alcoholic,Cocktail glass,"There are many good cherry liqueurs you can use, but I prefere Heering. Add one share of the liqueur. Then you add one share of Soda. For a sour sling use Tonic (most people prefer the drink without Tonic). Afterwards you fill the glass with Orange Juice and ice cubes.",https://www.thecocktaildb.com/images/media/drink/sxxsyq1472719303.jpg,Cherry Heering,Soda water,Orange juice,Ice,,,1,1,1,cubes,0,0,1,1,1,cubes,0,0
17177,Dark Caipirinha,Cocktail,Alcoholic,Highball glass,"Muddle the sugar into the lime wedges in an old-fashioned glass.
Fill the glass with ice cubes.
Pour the cachaca into the glass.
Stir well.",https://www.thecocktaildb.com/images/media/drink/uwstrx1472406058.jpg,demerara Sugar,Lime,Cachaca,,,,2 tsp ,1,2 1/2 *30 ml,0,0,0,2 tsp ,1,315,0,0,0
17211,Dark and Stormy,Ordinary Drink,Alcoholic,Highball glass,In a highball glass filled with ice add 6cl dark rum and top with ginger beer. Garnish with lime wedge.,https://www.thecocktaildb.com/images/media/drink/t1tn0s1504374905.jpg,Dark Rum,Ginger Beer,,,,,5 *10 ml,10 *10 ml,0,0,0,0,50,100,0,0,0,0
13194,Damned if you do,Shot,Alcoholic,Shot glass,Pour into shot glass. Put in mouth. Repeat as deemed necessary.,https://www.thecocktaildb.com/images/media/drink/ql7bmx1503565106.jpg,Whiskey,Hot Damn,,,,,0.75 *30 ml ,0.25 *30 ml ,0,0,0,0,22.5,7.5,0,0,0,0
11326,Dubonnet Cocktail,Ordinary Drink,Alcoholic,Cocktail glass,Stir all ingredients (except lemon peel) with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.,https://www.thecocktaildb.com/images/media/drink/pfz3hz1582483111.jpg,Dubonnet Rouge,Gin,Bitters,Lemon peel,,,1 1/2 *30 ml ,3/4 *30 ml ,1 dash ,1 twist of ,0,0,165,22.5,1 dash ,1 twist of ,0,0
178334,Death in the Afternoon,Cocktail,Alcoholic,Margarita glass,"Easy as you like, pour the absinthe into a chilled glass, top with champagne. Must be drunk mid afternoon for the optimum effect.",https://www.thecocktaildb.com/images/media/drink/y7s3rh1598719574.jpg,Absinthe,Champagne,,,,,2 *44 mls,Top,0,0,0,0,88,Top,0,0,0,0
11338,English Highball,Ordinary Drink,Alcoholic,Highball glass,"Pour brandy, gin, and sweet vermouth into a highball glass over ice cubes. Fill with carbonated water. Add the twist of lemon peel, stir, and serve. (Ginger ale may be substituted for carbonated water, if preferred.)",https://www.thecocktaildb.com/images/media/drink/dhvr7d1504519752.jpg,Brandy,Gin,Sweet Vermouth,Carbonated water,Lemon peel,,3/4 *30 ml ,3/4 *30 ml ,3/4 *30 ml ,0,0,0,22.5,22.5,22.5,0,0,0
17212,Espresso Martini,Cocktail,Alcoholic,Cocktail glass,"Pour ingredients into shaker filled with ice, shake vigorously, and strain into chilled martini glass",https://www.thecocktaildb.com/images/media/drink/n0sx531504372951.jpg,Vodka,Kahlua,Sugar syrup,,,,5 *10 ml,1 *10 ml,1 dash,0,0,0,50,10,1 dash,0,0,0
178309,Espresso Rumtini,Cocktail,Alcoholic,Cocktail glass,Mix together in a cocktail glass. Garnish with some choclate powder and coffee beans,https://www.thecocktaildb.com/images/media/drink/acvf171561574403.jpg,Rum,Vanilla syrup,Espresso,Coffee,,,1 *44 ml,1/2 *44 ml,1 *44 ml,1 *44 ml,0,0,44,22,44,44,0,0
11339,English Rose Cocktail,Ordinary Drink,Alcoholic,Cocktail glass,Rub rim of cocktail glass with lemon juice and dip rim of glass in powdered sugar. Shake all ingredients (except cherry) with ice and strain into sugar-rimmed glass. Top with the cherry and serve.,https://www.thecocktaildb.com/images/media/drink/yxwrpp1441208697.jpg,Apricot brandy,Gin,Dry Vermouth,Grenadine,Lemon juice,Cherry,3/4 *30 ml ,1 1/2 *30 ml ,3/4 *30 ml ,1 tsp ,1/4 tsp ,1,22.5,165,22.5,1 tsp ,1/4 tsp ,1
17246,Empellón Cocina's Fat-Washed Mezcal,Cocktail,Alcoholic,Beer Glass,"To ensure that your pork fat is just as delicious as theirs, here’s their adobo marinade and what to do with it (you’ll also need a rack of ribs):

4 ancho chiles, 8 guajillo chiles and 4 chipotle chiles, plus 4 cloves roasted garlic, half a cup of cider vinegar, a quarter teaspoon of Mexican oregano, 1 teaspoon of ground black pepper, a whole clove, a quarter teaspoon of ground cinnamon and a half teaspoon of ground cumin.

Toast the dried chiles and soak in water for at least an hour until they are rehydrated. Drain and discard the soaking liquid. Combine the soaked chiles with the remaining ingredients and purée until smooth.

Cold smoke a rack of baby back pork ribs by taking a large hotel pan with woodchips on one side and charcoal on the other. Place another, smaller, pan with pork ribs, above the charcoal/woodchip pan. Ignite the charcoal, being careful to not ignite the woodchips. Cover both pans with foil and allow to smoke for 10-15 minutes, until desired level of smoke is achieved, then coat with adobo marinade and wrap in tin foil prior to placing ribs in a 300 degree oven for 7 hours. When the ribs have cooled, strain off the fat and use for the infusion.

If you’re having a hard time coming up to the same kind of volume of fat, make up the balance with pork lard from a butcher. To get the same depth of flavor without the ribs, heat up the fat in a pot with a few spoons of the marinade.

Once you’ve got your tub of seasoned pork fat in cooled liquid form, pour equal amounts of Ilegal Joven mezcal and fat into a sealable container. Seal the container and give it a really good shake, then put it in the freezer overnight. When the whole thing is separated and congealed, pour it through a fine mesh chinoise. If you don’t have a chinoise, try a fine mesh strainer, or if you don’t have one of those, try spooning off most of the fat. There will be some beads of orange fat left in the strained mezcal: run that through a few layers of cheesecloth (or coffee filters in a pinch) to get rid of the last of it.

The mezcal is now ready for drinking, straight-up or in a cocktail. 

Habanero tincture

Slice habaneros and add 2 ounces Ilegal Joven mezcal.
Allow to sit overnight or until desired level of heat is achieved.
Cocktail

Combine mezcal and chocolate liqueur in a mixing glass with ice and stir for 45 seconds.
Strain into chilled coupe.
Carefully ""sink"" the coffee liqueur down the inside of the coupe over a spoon.
Garnish with 5 drops habanero tincture.",https://www.thecocktaildb.com/images/media/drink/osgvxt1513595509.jpg,Mezcal,Chocolate liqueur,Coffee liqueur,,,,2 *30 ml,3/4 *30 ml,1/2 *30 ml,0,0,0,60,22.5,15,0,0,0
11375,Foxy Lady,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a chilled cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/r9cz3q1504519844.jpg,Amaretto,Creme de Cacao,Light cream,,,,1/2 *30 ml ,1/2 *30 ml ,2 *30 ml ,0,0,0,15,15,60,0,0,0
17197,French 75,Ordinary Drink,Alcoholic,Collins glass,"Combine gin, sugar, and lemon juice in a cocktail shaker filled with ice. Shake vigorously and strain into a chilled champagne glass. Top up with Champagne. Stir gently.",https://www.thecocktaildb.com/images/media/drink/4qnyty1504368615.jpg,Gin,Sugar,Lemon juice,Champagne,Orange,Maraschino cherry,1 1/2 *30 ml ,2 tsp superfine ,1 1/2 *30 ml ,4 *30 ml Chilled ,1,1,165,2 tsp superfine ,165,120,1,1
11382,Frisco Sour,Ordinary Drink,Alcoholic,Whiskey sour glass,Shake all ingredients (except slices of lemon and lime) with ice and strain into a whiskey sour glass. Decorate with the slices of lemon and lime and serve.,https://www.thecocktaildb.com/images/media/drink/acuvjz1582482022.jpg,Blended whiskey,Benedictine,Lemon,Lime,Lemon,Lime,2 *30 ml ,1/2 *30 ml ,Juice of 1/4 ,Juice of 1/2 ,1 slice ,1 slice ,60,15,Juice of 1/4 ,Juice of 1/2 ,1 slice ,1 slice 
14688,Freddy Kruger,Shot,Alcoholic,Shot glass,make it an ample size shot!!,https://www.thecocktaildb.com/images/media/drink/tuppuq1461866798.jpg,Jägermeister,Sambuca,Vodka,,,,1/2 *30 ml ,1/2 *30 ml ,1/2 *30 ml ,0,0,0,15,15,15,0,0,0
15743,Fuzzy Asshole,Coffee / Tea,Alcoholic,Coffee mug,fill coffe mug half full of coffee. Fill the other half full of Peach Schnapps. Stir and drink while hot.,https://www.thecocktaildb.com/images/media/drink/wrvpuu1472667898.jpg,Coffee,Peach schnapps,,,,,1/2 ,1/2 ,0,0,0,0,0.5,0.5,0,0,0,0
178328,Funk and Soul,Cocktail,Alcoholic,Collins glass,Mix all ingredients together and strain into a Collins glass. Use Jamaican rum where possible for a more authentic taste.,https://www.thecocktaildb.com/images/media/drink/qtv83q1596015790.jpg,Rum,Apricot Nectar,Pomegranate juice,lemon,Soda Water,,2 *44 mls,1 *44 ml,1 *44 ml,Juice of 1/2,Top,0,88,44,44,Juice of 1/2,Top,0
17213,French Martini,Cocktail,Alcoholic,Cocktail glass,Pour all ingredients into shaker with ice cubes. Shake well and strain into a chilled cocktail glass. Squeeze oil from lemon peel onto the drink.,https://www.thecocktaildb.com/images/media/drink/clth721504373134.jpg,Vodka,Raspberry Liqueur,pineapple juice,,,,4.5 *10 ml,1.5 *10 ml,1.5 *10 ml,0,0,0,45,15,15,0,0,0
17248,French Negroni,Cocktail,Alcoholic,Martini Glass,"Add ice to a shaker and pour in all ingredients.
Using a bar spoon, stir 40 to 45 revolutions or until thoroughly chilled.
Strain into a martini glass or over ice into a rocks glass. Garnish with orange twist.",https://www.thecocktaildb.com/images/media/drink/x8lhp41513703167.jpg,Gin,Lillet,Sweet Vermouth,Orange Peel,,,1 *30 ml,1 *30 ml,1 *30 ml,1,0,0,30,30,30,1,0,0
11368,Flying Dutchman,Ordinary Drink,Alcoholic,Old-fashioned glass,"In an old-fashioned glass almost filled with ice cubes, combine the gin and triple sec. Stir well.",https://www.thecocktaildb.com/images/media/drink/mwko4q1582482903.jpg,Gin,Triple sec,,,,,2 *30 ml ,1/2 *30 ml ,0,0,0,0,60,15,0,0,0,0
11387,Frozen Daiquiri,Ordinary Drink,Alcoholic,Champagne flute,"Combine all ingredients (except for the cherry) in an electric blender and blend at a low speed for five seconds, then blend at a high speed until firm. Pour contents into a champagne flute, top with the cherry, and serve.",https://www.thecocktaildb.com/images/media/drink/7oyrj91504884412.jpg,Light rum,Triple sec,Lime juice,Sugar,Cherry,Ice,1 1/2 *30 ml ,1 tblsp ,1 1/2 *30 ml ,1 tsp ,1,1 cup crushed ,165,1 tblsp ,165,1 tsp ,1,1 cup crushed 
13070,Fahrenheit 5000,Shot,Alcoholic,Shot glass,Cover bottom of shot glass with Tabasco Sauce and then fill with half Firewater and half Absolut Peppar.,https://www.thecocktaildb.com/images/media/drink/tysssx1473344692.jpg,Firewater,Absolut Peppar,Tabasco sauce,,,,1/2 *30 ml ,1/2 *30 ml ,1 dash ,0,0,0,15,15,1 dash ,0,0,0
11369,Flying Scotchman,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/q53l911582482518.jpg,Scotch,Sweet Vermouth,Bitters,Sugar syrup,,,1 *30 ml ,1 *30 ml ,1 dash ,1/4 tsp ,0,0,30,30,1 dash ,1/4 tsp ,0,0
17198,French Connection,Ordinary Drink,Alcoholic,Old-fashioned glass,Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.,https://www.thecocktaildb.com/images/media/drink/zaqa381504368758.jpg,Cognac,Amaretto,,,,,1 1/2 *30 ml ,3/4 *30 ml ,0,0,0,0,165,22.5,0,0,0,0
13202,Flaming Dr. Pepper,Shot,Alcoholic,Collins Glass,"Add Amaretto, Bacardi, and vodka. Mix in the Dr. Pepper and beer",https://www.thecocktaildb.com/images/media/drink/d30z931503565384.jpg,Amaretto,Vodka,151 proof rum,Dr. Pepper,Beer,,1 *30 ml ,1 *30 ml ,1 *30 ml Bacardi ,1 *30 ml ,1 *30 ml ,0,30,30,30,30,30,0
13675,Flander's Flake-Out,Ordinary Drink,Alcoholic,Collins Glass,Bang 'em both in.,https://www.thecocktaildb.com/images/media/drink/sqvqrx1461866705.jpg,Sambuca,Sarsaparilla,,,,,1/4 glass ,3/4 glass ,0,0,0,0,1/4 glass ,3/4 glass ,0,0,0,0
16485,Flaming Lamborghini,Cocktail,Alcoholic,Cocktail glass,"Pour the Sambuca and Kahlua into the Cocktail Glass and give the drinker a straw. Pour the Baileys and Blue Curacao into two sepsrate shot glasses either side of the cocktail glass. Set light the concotion in the cocktail glass and start to drink through the straw (this drink should be drunk in one) , as the bottom of the glass is reached put out the fire by pouring the Baileys and Blue Curacao into the cocktail glass and keep drinking till it's all gone!!",https://www.thecocktaildb.com/images/media/drink/yywpss1461866587.jpg,Kahlua,Sambuca,Blue Curacao,Baileys irish cream,,,1 *30 ml ,1 *30 ml ,1 *30 ml ,1 *30 ml ,0,0,30,30,30,30,0,0
11390,Frozen Mint Daiquiri,Ordinary Drink,Alcoholic,Old-fashioned glass,Combine all ingredients with 1 cup of crushed ice in an electric blender. Blend at a low speed for a short length of time. Pour into an old-fashioned glass and serve.,https://www.thecocktaildb.com/images/media/drink/jrhn1q1504884469.jpg,Light rum,Lime juice,Mint,Sugar,,,2 *30 ml ,1 tblsp ,6,1 tsp ,0,0,60,1 tblsp ,6,1 tsp ,0,0
11391,Frozen Pineapple Daiquiri,Ordinary Drink,Alcoholic,Cocktail Glass,Combine all ingredients with 1 cup of crushed ice in an electric blender. Blend at a low speed for a short length of time. Pour into a cocktail glass and serve.,https://www.thecocktaildb.com/images/media/drink/k3aecd1582481679.jpg,Light rum,Pineapple,Lime juice,Sugar,,,1 1/2 *30 ml ,4 chunks ,1 tblsp ,1/2 tsp ,0,0,165,4 chunks ,1 tblsp ,1/2 tsp ,0,0
17255,Gimlet,Cocktail,Alcoholic,Martini Glass,"Add all the ingredients to a shaker and fill with ice.

Shake, and strain into a chilled cocktail glass or an Old Fashioned glass filled with fresh ice.

Garnish with a lime wheel.",https://www.thecocktaildb.com/images/media/drink/3xgldt1513707271.jpg,Gin,Lime Juice,Sugar Syrup,Lime,,,2 1/2 *30 ml,1/2 *30 ml,1/2 *30 ml,1,0,0,315,15,15,1,0,0
11410,Gin Fizz,Ordinary Drink,Alcoholic,Highball glass,"Shake all ingredients with ice cubes, except soda water. Pour into glass. Top with soda water.",https://www.thecocktaildb.com/images/media/drink/xhl8q31504351772.jpg,Gin,Lemon,Powdered sugar,Carbonated water,,,2 *30 ml ,Juice of 1/2 ,1 tsp ,0,0,0,60,Juice of 1/2 ,1 tsp ,0,0,0
11417,Gin Sour,Ordinary Drink,Alcoholic,Whiskey sour glass,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.",https://www.thecocktaildb.com/images/media/drink/mt7l7m1504883523.jpg,Gin,Lemon juice,Sugar,Orange,Maraschino cherry,,2 *30 ml ,1 *30 ml ,1/2 tsp superfine ,1,1,0,60,30,1/2 tsp superfine ,1,1,0
11422,Godchild,Ordinary Drink,Alcoholic,Champagne flute,"Shake all ingredients well with cracked ice, strain into a champagne flute, and serve.",https://www.thecocktaildb.com/images/media/drink/m5nhtr1504820829.jpg,Vodka,Amaretto,Heavy cream,,,,1 *30 ml ,1 *30 ml ,1 *30 ml ,0,0,0,30,30,30,0,0,0
11408,Gin Daisy,Ordinary Drink,Alcoholic,Old-fashioned glass,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, sugar, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the cherry and the orange slice.",https://www.thecocktaildb.com/images/media/drink/z6e22f1582581155.jpg,Gin,Lemon juice,Sugar,Grenadine,Maraschino cherry,Orange,2 *30 ml ,1 *30 ml ,1/2 tsp superfine ,1/2 tsp ,1,1,60,30,1/2 tsp superfine ,1/2 tsp ,1,1
11415,Gin Sling,Ordinary Drink,Alcoholic,Old-fashioned glass,Dissolve powdered sugar in mixture of water and juice of lemon. Add gin. Pour into an old-fashioned glass over ice cubes and stir. Add the twist of orange peel and serve.,https://www.thecocktaildb.com/images/media/drink/8cl9sm1582581761.jpg,Gin,Lemon,Powdered sugar,Water,Orange peel,,2 *30 ml ,Juice of 1/2 ,1 tsp ,1 tsp ,Twist of ,0,60,Juice of 1/2 ,1 tsp ,1 tsp ,Twist of ,0
11416,Gin Smash,Ordinary Drink,Alcoholic,Old-fashioned glass,"Muddle sugar with carbonated water and mint sprigs in an old-fashioned glass. Add gin and 1 ice cube. Stir, add the orange slice and the cherry, and serve.",https://www.thecocktaildb.com/images/media/drink/hp41fi1504883656.jpg,Gin,Carbonated water,Sugar,Mint,Orange,Cherry,2 *30 ml ,1 *30 ml ,1 cube ,4,1 slice ,1,60,30,1 cube ,4,1 slice ,1
11420,Gin Toddy,Ordinary Drink,Alcoholic,Old-fashioned glass,"Mix powdered sugar and water in an old-fashioned glass. Add gin and one ice cube. Stir, add the twist of lemon peel, and serve.",https://www.thecocktaildb.com/images/media/drink/jxstwf1582582101.jpg,Gin,Water,Powdered sugar,Lemon peel,,,2 *30 ml ,2 tsp ,1/2 tsp ,1 twist of ,0,0,60,2 tsp ,1/2 tsp ,1 twist of ,0,0
11423,Godfather,Ordinary Drink,Alcoholic,Old-fashioned glass,Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.,https://www.thecocktaildb.com/images/media/drink/e5zgao1582582378.jpg,Scotch,Amaretto,,,,,1 1/2 *30 ml ,3/4 *30 ml ,0,0,0,0,165,22.5,0,0,0,0
11424,Godmother,Ordinary Drink,Alcoholic,Old-fashioned glass,Pour vodka and amaretto into an old-fashioned glass over ice and serve.,https://www.thecocktaildb.com/images/media/drink/quksqg1582582597.jpg,Vodka,Amaretto,,,,,1 1/2 *30 ml ,3/4 *30 ml ,0,0,0,0,165,22.5,0,0,0,0
12758,Gagliardo,Cocktail,Alcoholic,Cocktail glass,"Shake well and serve in a cocktail glass. This is a home cocktail of American/Internet Bar del Pozzo, Pavia, Italy.",https://www.thecocktaildb.com/images/media/drink/lyloe91487602877.jpg,Peach Vodka,Lemon juice,Galliano,Sirup of roses,,,5,3,1,1,0,0,5,3,1,1,0,0
17252,Greyhound,Cocktail,Alcoholic,Collins glass,"Add the vodka to a Collins glass filled with ice.
Top with grapefruit juice and stir.

",https://www.thecocktaildb.com/images/media/drink/g5upn41513706732.jpg,Vodka,Grapefruit Juice,,,,,1 1/2 *30 ml,3 *30 ml,0,0,0,0,165,90,0,0,0,0
11407,Gin Cooler,Ordinary Drink,Alcoholic,Collins glass,Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice and add gin. Fill with carbonated water and stir. Add the lemon peel and the orange spiral so that the end of the orange spiral dangles over rim of glass.,https://www.thecocktaildb.com/images/media/drink/678xt11582481163.jpg,Gin,Carbonated water,Powdered sugar,Orange spiral,Lemon peel,,2 *30 ml ,0,0,0,0,0,60,0,0,0,0,0
11418,Gin Squirt,Ordinary Drink,Alcoholic,Highball glass,"Stir gin, grenadine, and powdered sugar with ice and strain into a highball glass over ice cubes. Fill with carbonated water and stir. Decorate with the pineapple chunks and the strawberries and serve.",https://www.thecocktaildb.com/images/media/drink/xrbhz61504883702.jpg,Gin,Grenadine,Powdered sugar,Pineapple,Strawberries,Carbonated water,1 1/2 *30 ml ,1 tsp ,1 tblsp ,3 chunks,2,0,165,1 tsp ,1 tblsp ,3 chunks,2,0
15427,Grand Blue,Ordinary Drink,Alcoholic,Old-fashioned glass,Serve in an old fashioned glass.,https://www.thecocktaildb.com/images/media/drink/vsrsqu1472761749.jpg,Malibu rum,Peach schnapps,Blue Curacao,Sweet and sour,,,1 1/2 *10 ml ,1 1/2 *10 ml ,1 1/2 *10 ml ,3 *10 ml ,0,0,55,55,55,30,0,0
17230,Gin Rickey,Cocktail,Alcoholic,Highball glass,Half-fill a tall glass with ice. Mix the gin and Grenadine together and pour over the ice. Add the lime or lemon juice and top off with soda water. Decorate the glass with lime and/or lemon slices.,https://www.thecocktaildb.com/images/media/drink/s00d6f1504883945.jpg,Gin,Grenadine,lemon,Soda Water,Lime,,2 *30 ml ,1 tsp ,Juice of 1/2 ,Top up with,Garnish,0,60,1 tsp ,Juice of 1/2 ,Top up with,Garnish,0
11419,Gin Swizzle,Ordinary Drink,Alcoholic,Highball glass,"In a shaker half-filled with ice cubes, combine the lime juice, sugar, gin, and bitters. Shake well. Almost fill a colling glass with ice cubes. Stir until the glass is frosted. Strain the mixture in the shaker into the glass and add the club soda.",https://www.thecocktaildb.com/images/media/drink/sybce31504884026.jpg,Lime juice,Sugar,Gin,Bitters,Club soda,,1 1/2 *30 ml ,1 tsp superfine ,2 *30 ml ,1 dash ,3 *30 ml ,0,165,1 tsp superfine ,60,1 dash ,90,0
11433,Grass Skirt,Ordinary Drink,Alcoholic,Old-fashioned glass,"In a shaker half-filled with ice cubes, combine the gin, triple sec, pineapple juice, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the pineapple slice.",https://www.thecocktaildb.com/images/media/drink/qyvprp1473891585.jpg,Gin,Triple sec,Pineapple juice,Grenadine,Pineapple,,1 1/2 *30 ml ,1 *30 ml ,1 *30 ml ,1/2 *5 ml ,1,0,165,30,30,2.5,1,0
14642,Grim Reaper,Ordinary Drink,Alcoholic,Old-fashioned glass,Mix Kahlua and 151 in glass. Quickly add ice and pour grenadine over ice to give ice red tint.,https://www.thecocktaildb.com/images/media/drink/kztu161504883192.jpg,Kahlua,151 proof rum,Grenadine,,,,1 *30 ml ,1 *30 ml Bacardi ,1 dash ,0,0,0,30,30,1 dash ,0,0,0
17200,Grasshopper,Ordinary Drink,Alcoholic,Cocktail glass,Pour ingredients into a cocktail shaker with ice. Shake briskly and then strain into a chilled cocktail glass.,https://www.thecocktaildb.com/images/media/drink/aqm9el1504369613.jpg,Green Creme de Menthe,Creme de Cacao,Light cream,,,,3/4 *30 ml ,3/4 *30 ml white ,3/4 *30 ml ,0,0,0,22.5,22.5,22.5,0,0,0
12762,Grizzly Bear,Ordinary Drink,Alcoholic,Collins Glass,"Served over ice. Sounds nasty, but tastes great.",https://www.thecocktaildb.com/images/media/drink/k6v97f1487602550.jpg,Amaretto,Jägermeister,Kahlua,Milk,,,1,1,1,2 1/2,0,0,1,1,1,2 1/2,0,0
13497,Green Goblin,Beer,Alcoholic,Pint glass,"Cider First, Lager then Curacao",https://www.thecocktaildb.com/images/media/drink/qxprxr1454511520.jpg,Cider,Lager,Blue Curacao,,,,1/2 pint hard ,1/2 pint ,1 *44 ml ,0,0,0,1/2 pint hard ,1/2 pint ,44,0,0,0
17199,Golden dream,Ordinary Drink,Alcoholic,Cocktail glass,Shake with cracked ice. Strain into glass and serve.,https://www.thecocktaildb.com/images/media/drink/qrot6j1504369425.jpg,Galliano,Triple Sec,orange juice,Cream,,,2,2,2,1,0,0,2,2,2,1,0,0
16262,H.D.,Coffee / Tea,Alcoholic,Beer mug,Mix the whisky and Baileys Cream in a beer-glass (at least 50 cl). Fill the rest of the glass with coffee.,https://www.thecocktaildb.com/images/media/drink/upusyu1472667977.jpg,Whisky,Baileys irish cream,Coffee,,,,4 *10 ml ,8 *10 ml ,0,0,0,0,40,80,0,0,0,0
178316,Honey Bee,Cocktail,Alcoholic,Margarita glass,"Shake ingredients with crushed ice
",https://www.thecocktaildb.com/images/media/drink/vu8l7t1582475673.jpg,White Rum,Honey,Lemon Juice,,,,6 *10 ml,2 *10 ml,2 *10 ml,0,0,0,60,20,20,0,0,0
15813,Herbal flame,Coffee / Tea,Alcoholic,Mason jar,"Pour Hot Damn 100 in bottom of a jar or regular glass. Fill the rest of the glass with sweet tea. Stir with spoon, straw, or better yet a cinnamon stick and leave it in.",https://www.thecocktaildb.com/images/media/drink/rrstxv1441246184.jpg,Hot Damn,Tea,,,,,5 *44 mls ,very sweet ,0,0,0,0,220,very sweet ,0,0,0,0
